LEVEL3_NAM,species,genus,family,order,Fleshy,Megafauna,L,A
Brazil South,Plenckia populnea,Plenckia,Celastraceae,Celastrales,n,0,,
Brazil West-Central,Plenckia populnea,Plenckia,Celastraceae,Celastrales,n,0,,
Brazil West-Central,Salacia macrantha,Salacia,Celastraceae,Celastrales,y,0,,
Brazil South,Schaefferia argentinensis,Schaefferia,Celastraceae,Celastrales,y,0,,
Mexico Southeast,Schaefferia frutescens,Schaefferia,Celastraceae,Celastrales,y,0,,
Mexico Southeast,Semialarium mexicanum,Semialarium,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria acuminata,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria bartlettii,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria cyclocarpa,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria lundelliana,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria montana,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria obtusifolia,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria pubescens,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Wimmeria sternii,Wimmeria,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Zinowiewia integerrima,Zinowiewia,Celastraceae,Celastrales,n,0,,
Mexico Southeast,Zinowiewia rubra,Zinowiewia,Celastraceae,Celastrales,n,0,,
California,Torreya californica,Torreya,Cephalotaxaceae,Pinales,n,0,,
Brazil West-Central,Acanthosyris falcata,Acanthosyris,Cervantesiaceae,Santalales,y,0,,
Brazil South,Acanthosyris spinescens,Acanthosyris,Cervantesiaceae,Santalales,y,0,,
Brazil South,Jodina rhombifolia,Jodina,Cervantesiaceae,Santalales,y,0,,
Brazil West-Central,Hedyosmum brasiliense,Hedyosmum,Chloranthaceae,Chloranthales,y,0,,
Brazil South,Hedyosmum brasiliense,Hedyosmum,Chloranthaceae,Chloranthales,y,0,,
Mexico Southeast,Hedyosmum mexicanum,Hedyosmum,Chloranthaceae,Chloranthales,y,0,,
Mexico Southeast,Chrysobalanus icaco,Chrysobalanus,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Chrysobalanus icaco,Chrysobalanus,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Couepia grandiflora,Couepia,Chrysobalanaceae,Malpighiales,y,0,,
Brazil South,Couepia grandiflora,Couepia,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Couepia guianensis,Couepia,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Couepia paraensis,Couepia,Chrysobalanaceae,Malpighiales,y,0,,
Mexico Southeast,Couepia polyandra,Couepia,Chrysobalanaceae,Malpighiales,y,1,4.5,2.4
Brazil West-Central,Couepia uiti,Couepia,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Exellodendron cordatum,Exellodendron,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Exellodendron gardneri,Exellodendron,Chrysobalanaceae,Malpighiales,y,0,,
Mexico Southeast,Hirtella americana,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella bicornis,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella bullata,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella burchellii,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella ciliata,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella elongata,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella eriandra,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella excelsa,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella glandulosa,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil South,Hirtella glandulosa,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella gracilipes,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil South,Hirtella hebeclada,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella hebeclada,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella hispidula,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella hoehnei,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella juruensis,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella kuhlmannii,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella macrophylla,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella martiana,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella pilosissima,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella piresii,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella racemosa,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Mexico Southeast,Hirtella racemosa,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella rodriguesii,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella sprucei,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Hirtella triandra,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Mexico Southeast,Hirtella triandra,Hirtella,Chrysobalanaceae,Malpighiales,y,0,,
Brazil West-Central,Licania apetala,Licania,Chrysobalanaceae,Malpighiales,y,0,,
