,code,LEVEL3_NAM,species,genus,family,order
933,623,Brazil West-Central,Bactris bidentula,Bactris,Arecaceae,Arecales
935,87,Brazil West-Central,Bactris maraja,Bactris,Arecaceae,Arecales
938,681,Brazil West-Central,Bactris major,Bactris,Arecaceae,Arecales
939,624,Brazil West-Central,Bactris brongniartii,Bactris,Arecaceae,Arecales
940,490,Brazil West-Central,Bactris glaucescens,Bactris,Arecaceae,Arecales
941,1584,Brazil West-Central,Bactris gasipaes,Bactris,Arecaceae,Arecales
1393,1944,Brazil West-Central,Butia paraguayensis,Butia,Arecaceae,Arecales
1399,3677,Brazil West-Central,Butia capitata,Butia,Arecaceae,Arecales
1401,3806,Brazil West-Central,Butia purpurascens,Butia,Arecaceae,Arecales
1959,1763,Brazil West-Central,Chamaedorea pinnatifrons,Chamaedorea,Arecaceae,Arecales
2411,3784,Brazil West-Central,Copernicia prunifera,Copernicia,Arecaceae,Arecales
2412,3937,Brazil West-Central,Copernicia alba,Copernicia,Arecaceae,Arecales
4273,174,Brazil West-Central,Euterpe precatoria,Euterpe,Arecaceae,Arecales
4274,1360,Brazil West-Central,Euterpe longibracteata,Euterpe,Arecaceae,Arecales
4275,3488,Brazil West-Central,Euterpe edulis,Euterpe,Arecaceae,Arecales
4276,1728,Brazil West-Central,Euterpe oleracea,Euterpe,Arecaceae,Arecales
4691,185,Brazil West-Central,Geonoma deversa,Geonoma,Arecaceae,Arecales
4694,1086,Brazil West-Central,Geonoma pohliana,Geonoma,Arecaceae,Arecales
5542,223,Brazil West-Central,Iriartea deltoidea,Iriartea,Arecaceae,Arecales
5832,242,Brazil West-Central,Lepidocaryum tenue,Lepidocaryum,Arecaceae,Arecales
6409,774,Brazil West-Central,Mauritia flexuosa,Mauritia,Arecaceae,Arecales
6410,775,Brazil West-Central,Mauritiella armata,Mauritiella,Arecaceae,Arecales
7598,318,Brazil West-Central,Oenocarpus bataua,Oenocarpus,Arecaceae,Arecales
7599,1371,Brazil West-Central,Oenocarpus distichus,Oenocarpus,Arecaceae,Arecales
7600,616,Brazil West-Central,Oenocarpus minor,Oenocarpus,Arecaceae,Arecales
9909,402,Brazil West-Central,Socratea exorrhiza,Socratea,Arecaceae,Arecales
10237,3591,Brazil West-Central,Syagrus flexuosa,Syagrus,Arecaceae,Arecales
10240,3590,Brazil West-Central,Syagrus comosa,Syagrus,Arecaceae,Arecales
10241,3927,Brazil West-Central,Syagrus deflexa,Syagrus,Arecaceae,Arecales
10242,2034,Brazil West-Central,Syagrus oleracea,Syagrus,Arecaceae,Arecales
10243,2035,Brazil West-Central,Syagrus romanzoffiana,Syagrus,Arecaceae,Arecales
10244,1424,Brazil West-Central,Syagrus cocoides,Syagrus,Arecaceae,Arecales
10867,4158,Brazil West-Central,Trithrinax schizophylla,Trithrinax,Arecaceae,Arecales
2532,2071,Brazil West-Central,Cordyline spectabilis,Cordyline,Asparagaceae,Asparagales
877,3616,Brazil West-Central,Austrocritonia velutina,Austrocritonia,Asteraceae,Asterales
879,1974,Brazil West-Central,Austroeupatorium inulaefolium,Austroeupatorium,Asteraceae,Asterales
909,1821,Brazil West-Central,Baccharis salicifolia,Baccharis,Asteraceae,Asterales
913,3881,Brazil West-Central,Baccharis oblongifolia,Baccharis,Asteraceae,Asterales
914,1975,Brazil West-Central,Baccharis dracunculifolia,Baccharis,Asteraceae,Asterales
918,4042,Brazil West-Central,Baccharis glaziovii,Baccharis,Asteraceae,Asterales
921,1912,Brazil West-Central,Baccharis dentata,Baccharis,Asteraceae,Asterales
924,3617,Brazil West-Central,Baccharis retusa,Baccharis,Asteraceae,Asterales
3022,1826,Brazil West-Central,Dasyphyllum brasiliense,Dasyphyllum,Asteraceae,Asterales
3507,3621,Brazil West-Central,Eremanthus erythropappus,Eremanthus,Asteraceae,Asterales
3508,3541,Brazil West-Central,Eremanthus goyazensis,Eremanthus,Asteraceae,Asterales
3509,3781,Brazil West-Central,Eremanthus cinctus,Eremanthus,Asteraceae,Asterales
3510,4069,Brazil West-Central,Eremanthus rondoniensis,Eremanthus,Asteraceae,Asterales
3511,3818,Brazil West-Central,Eremanthus pohlii,Eremanthus,Asteraceae,Asterales
3512,3920,Brazil West-Central,Eremanthus veadeiroensis,Eremanthus,Asteraceae,Asterales
3513,3539,Brazil West-Central,Eremanthus argenteus,Eremanthus,Asteraceae,Asterales
3514,3543,Brazil West-Central,Eremanthus uniflorus,Eremanthus,Asteraceae,Asterales
3515,3540,Brazil West-Central,Eremanthus glomerulatus,Eremanthus,Asteraceae,Asterales
3516,3688,Brazil West-Central,Eremanthus capitatus,Eremanthus,Asteraceae,Asterales
3517,3542,Brazil West-Central,Eremanthus mattogrossensis,Eremanthus,Asteraceae,Asterales
5644,4154,Brazil West-Central,Kaunia rufescens,Kaunia,Asteraceae,Asterales
5682,3754,Brazil West-Central,Koanophyllon tinctorium,Koanophyllon,Asteraceae,Asterales
6129,3561,Brazil West-Central,Lychnophora ericoides,Lychnophora,Asteraceae,Asterales
6130,3681,Brazil West-Central,Lychnophora salicifolia,Lychnophora,Asteraceae,Asterales
6843,3571,Brazil West-Central,Moquiniastrum pulchrum,Moquiniastrum,Asteraceae,Asterales
6844,2113,Brazil West-Central,Moquiniastrum floribundum,Moquiniastrum,Asteraceae,Asterales
6845,3570,Brazil West-Central,Moquiniastrum paniculatum,Moquiniastrum,Asteraceae,Asterales
6848,1958,Brazil West-Central,Moquiniastrum polymorphum,Moquiniastrum,Asteraceae,Asterales
8223,340,Brazil West-Central,Piptocarpha opaca,Piptocarpha,Asteraceae,Asterales
8225,1895,Brazil West-Central,Piptocarpha macropoda,Piptocarpha,Asteraceae,Asterales
8230,3576,Brazil West-Central,Piptocarpha rotundifolia,Piptocarpha,Asteraceae,Asterales
10991,3964,Brazil West-Central,Verbesina glabrata,Verbesina,Asteraceae,Asterales
11000,2091,Brazil West-Central,Vernonanthura petiolaris,Vernonanthura,Asteraceae,Asterales
11209,3685,Brazil West-Central,Wunderlichia mirabilis,Wunderlichia,Asteraceae,Asterales
11210,3699,Brazil West-Central,Wunderlichia crulsiana,Wunderlichia,Asteraceae,Asterales
2873,1859,Brazil West-Central,Cybistax antisyphilitica,Cybistax,Bignoniaceae,Lamiales
4612,3732,Brazil West-Central,Fridericia bahiensis,Fridericia,Bignoniaceae,Lamiales
4977,1924,Brazil West-Central,Handroanthus umbellatus,Handroanthus,Bignoniaceae,Lamiales
4982,872,Brazil West-Central,Handroanthus ochraceus,Handroanthus,Bignoniaceae,Lamiales
4984,2024,Brazil West-Central,Handroanthus impetiginosus,Handroanthus,Bignoniaceae,Lamiales
4988,4033,Brazil West-Central,Handroanthus selachidentatus,Handroanthus,Bignoniaceae,Lamiales
4989,520,Brazil West-Central,Handroanthus barbatus,Handroanthus,Bignoniaceae,Lamiales
4992,3748,Brazil West-Central,Handroanthus vellosoi,Handroanthus,Bignoniaceae,Lamiales
4993,1954,Brazil West-Central,Handroanthus heptaphyllus,Handroanthus,Bignoniaceae,Lamiales
4994,195,Brazil West-Central,Handroanthus serratifolius,Handroanthus,Bignoniaceae,Lamiales
5582,3680,Brazil West-Central,Jacaranda caroba,Jacaranda,Bignoniaceae,Lamiales
5583,229,Brazil West-Central,Jacaranda copaia,Jacaranda,Bignoniaceae,Lamiales
5584,3465,Brazil West-Central,Jacaranda brasiliana,Jacaranda,Bignoniaceae,Lamiales
5585,1926,Brazil West-Central,Jacaranda cuspidifolia,Jacaranda,Bignoniaceae,Lamiales
5586,1987,Brazil West-Central,Jacaranda puberula,Jacaranda,Bignoniaceae,Lamiales
10022,899,Brazil West-Central,Sparattosperma leucanthum,Sparattosperma,Bignoniaceae,Lamiales
10346,3512,Brazil West-Central,Tabebuia obtusifolia,Tabebuia,Bignoniaceae,Lamiales
10349,424,Brazil West-Central,Tabebuia insignis,Tabebuia,Bignoniaceae,Lamiales
10350,959,Brazil West-Central,Tabebuia roseoalba,Tabebuia,Bignoniaceae,Lamiales
10352,4020,Brazil West-Central,Tabebuia nodosa,Tabebuia,Bignoniaceae,Lamiales
10353,3592,Brazil West-Central,Tabebuia aurea,Tabebuia,Bignoniaceae,Lamiales
11411,3598,Brazil West-Central,Zeyheria montana,Zeyheria,Bignoniaceae,Lamiales
11414,1940,Brazil West-Central,Zeyheria tuberculosa,Zeyheria,Bignoniaceae,Lamiales
1154,1038,Brazil West-Central,Bixa orellana,Bixa,Bixaceae,Malvales
1156,4064,Brazil West-Central,Bixa excelsa,Bixa,Bixaceae,Malvales
1157,91,Brazil West-Central,Bixa arborea,Bixa,Bixaceae,Malvales
2289,122,Brazil West-Central,Cochlospermum orinocense,Cochlospermum,Bixaceae,Malvales
2290,857,Brazil West-Central,Cochlospermum vitifolium,Cochlospermum,Bixaceae,Malvales
1385,3888,Brazil West-Central,Bursera pereirae,Bursera,Burseraceae,Sapindales
2349,858,Brazil West-Central,Commiphora leptophloeos,Commiphora,Burseraceae,Sapindales
2613,135,Brazil West-Central,Crepidospermum goudotianum,Crepidospermum,Burseraceae,Sapindales
2614,1212,Brazil West-Central,Crepidospermum rhoifolium,Crepidospermum,Burseraceae,Sapindales
2922,1446,Brazil West-Central,Dacryodes nitens,Dacryodes,Burseraceae,Sapindales
2924,862,Brazil West-Central,Dacryodes microcarpa,Dacryodes,Burseraceae,Sapindales
2926,749,Brazil West-Central,Dacryodes paraensis,Dacryodes,Burseraceae,Sapindales
8641,359,Brazil West-Central,Protium giganteum,Protium,Burseraceae,Sapindales
8642,1484,Brazil West-Central,Protium ferrugineum,Protium,Burseraceae,Sapindales
8643,364,Brazil West-Central,Protium polybotryum,Protium,Burseraceae,Sapindales
8644,361,Brazil West-Central,Protium hebetatum,Protium,Burseraceae,Sapindales
8646,355,Brazil West-Central,Protium aracouchini,Protium,Burseraceae,Sapindales
8647,366,Brazil West-Central,Protium spruceanum,Protium,Burseraceae,Sapindales
8648,1372,Brazil West-Central,Protium guianense,Protium,Burseraceae,Sapindales
8649,363,Brazil West-Central,Protium paniculatum,Protium,Burseraceae,Sapindales
8650,1303,Brazil West-Central,Protium unifoliolatum,Protium,Burseraceae,Sapindales
8651,367,Brazil West-Central,Protium tenuifolium,Protium,Burseraceae,Sapindales
8652,1637,Brazil West-Central,Protium gallosum,Protium,Burseraceae,Sapindales
8653,1638,Brazil West-Central,Protium glabrescens,Protium,Burseraceae,Sapindales
8654,4089,Brazil West-Central,Protium pallidum,Protium,Burseraceae,Sapindales
8655,360,Brazil West-Central,Protium grandifolium,Protium,Burseraceae,Sapindales
8656,1302,Brazil West-Central,Protium trifoliolatum,Protium,Burseraceae,Sapindales
8657,1554,Brazil West-Central,Protium laxiflorum,Protium,Burseraceae,Sapindales
8658,1373,Brazil West-Central,Protium opacum,Protium,Burseraceae,Sapindales
8659,1374,Brazil West-Central,Protium pilosellum,Protium,Burseraceae,Sapindales
8661,1639,Brazil West-Central,Protium meridionale,Protium,Burseraceae,Sapindales
8662,1556,Brazil West-Central,Protium nodulosum,Protium,Burseraceae,Sapindales
8663,357,Brazil West-Central,Protium decandrum,Protium,Burseraceae,Sapindales
8664,1640,Brazil West-Central,Protium rhynchophyllum,Protium,Burseraceae,Sapindales
8665,1300,Brazil West-Central,Protium krukovii,Protium,Burseraceae,Sapindales
8666,1000,Brazil West-Central,Protium ovatum,Protium,Burseraceae,Sapindales
8667,1777,Brazil West-Central,Protium altsonii,Protium,Burseraceae,Sapindales
8668,362,Brazil West-Central,Protium leptostachyum,Protium,Burseraceae,Sapindales
8669,365,Brazil West-Central,Protium sagotianum,Protium,Burseraceae,Sapindales
8670,1641,Brazil West-Central,Protium rubrum,Protium,Burseraceae,Sapindales
8673,1140,Brazil West-Central,Protium apiculatum,Protium,Burseraceae,Sapindales
8674,1301,Brazil West-Central,Protium robustum,Protium,Burseraceae,Sapindales
8675,789,Brazil West-Central,Protium heptaphyllum,Protium,Burseraceae,Sapindales
8676,356,Brazil West-Central,Protium crassipetalum,Protium,Burseraceae,Sapindales
8677,1555,Brazil West-Central,Protium nitidifolium,Protium,Burseraceae,Sapindales
8679,358,Brazil West-Central,Protium divaricatum,Protium,Burseraceae,Sapindales
8680,354,Brazil West-Central,Protium amazonicum,Protium,Burseraceae,Sapindales
8681,1141,Brazil West-Central,Protium pilosissimum,Protium,Burseraceae,Sapindales
8682,1808,Brazil West-Central,Protium brasiliense,Protium,Burseraceae,Sapindales
8683,1553,Brazil West-Central,Protium calendulinum,Protium,Burseraceae,Sapindales
10603,439,Brazil West-Central,Tetragastris altissima,Tetragastris,Burseraceae,Sapindales
10604,440,Brazil West-Central,Tetragastris panamensis,Tetragastris,Burseraceae,Sapindales
10713,1386,Brazil West-Central,Trattinnickia boliviana,Trattinnickia,Burseraceae,Sapindales
10714,903,Brazil West-Central,Trattinnickia glaziovii,Trattinnickia,Burseraceae,Sapindales
10715,447,Brazil West-Central,Trattinnickia burserifolia,Trattinnickia,Burseraceae,Sapindales
10716,1166,Brazil West-Central,Trattinnickia rhoifolia,Trattinnickia,Burseraceae,Sapindales
1260,3966,Brazil West-Central,Brasiliopuntia brasiliensis,Brasiliopuntia,Cactaceae,Caryophyllales
1883,2041,Brazil West-Central,Cereus bicolor,Cereus,Cactaceae,Caryophyllales
1884,1980,Brazil West-Central,Cereus hildmannianus,Cereus,Cactaceae,Caryophyllales
1885,3805,Brazil West-Central,Cereus jamacaru,Cereus,Cactaceae,Caryophyllales
1887,3904,Brazil West-Central,Cereus pierrebraunianus,Cereus,Cactaceae,Caryophyllales
1888,4095,Brazil West-Central,Cereus saddianus,Cereus,Cactaceae,Caryophyllales
1890,4150,Brazil West-Central,Cereus stenogonus,Cereus,Cactaceae,Caryophyllales
6840,4016,Brazil West-Central,Monvillea euchlora,Monvillea,Cactaceae,Caryophyllales
6842,4028,Brazil West-Central,Monvillea spegazzinii,Monvillea,Cactaceae,Caryophyllales
7951,3837,Brazil West-Central,Pereskia grandifolia,Pereskia,Cactaceae,Caryophyllales
7952,4008,Brazil West-Central,Pereskia sacharosa,Pereskia,Cactaceae,Caryophyllales
8117,3793,Brazil West-Central,Pilosocereus vilaboensis,Pilosocereus,Cactaceae,Caryophyllales
8118,3891,Brazil West-Central,Pilosocereus machrisii,Pilosocereus,Cactaceae,Caryophyllales
8120,3792,Brazil West-Central,Pilosocereus jauruensis,Pilosocereus,Cactaceae,Caryophyllales
10120,4157,Brazil West-Central,Stetsonia coryne,Stetsonia,Cactaceae,Caryophyllales
1510,4062,Brazil West-Central,Calophyllum longifolium,Calophyllum,Calophyllaceae,Malpighiales
1512,102,Brazil West-Central,Calophyllum brasiliense,Calophyllum,Calophyllaceae,Malpighiales
1632,807,Brazil West-Central,Caraipa savannarum,Caraipa,Calophyllaceae,Malpighiales
1633,806,Brazil West-Central,Caraipa punctulata,Caraipa,Calophyllaceae,Malpighiales
1634,743,Brazil West-Central,Caraipa densifolia,Caraipa,Calophyllaceae,Malpighiales
5656,3695,Brazil West-Central,Kielmeyera tomentosa,Kielmeyera,Calophyllaceae,Malpighiales
5657,3556,Brazil West-Central,Kielmeyera rosea,Kielmeyera,Calophyllaceae,Malpighiales
5658,1873,Brazil West-Central,Kielmeyera lathrophyton,Kielmeyera,Calophyllaceae,Malpighiales
5659,2110,Brazil West-Central,Kielmeyera coriacea,Kielmeyera,Calophyllaceae,Malpighiales
5660,1667,Brazil West-Central,Kielmeyera juruenensis,Kielmeyera,Calophyllaceae,Malpighiales
5661,3739,Brazil West-Central,Kielmeyera grandiflora,Kielmeyera,Calophyllaceae,Malpighiales
5662,3671,Brazil West-Central,Kielmeyera speciosa,Kielmeyera,Calophyllaceae,Malpighiales
5663,3689,Brazil West-Central,Kielmeyera petiolaris,Kielmeyera,Calophyllaceae,Malpighiales
5664,3557,Brazil West-Central,Kielmeyera rubriflora,Kielmeyera,Calophyllaceae,Malpighiales
5665,3555,Brazil West-Central,Kielmeyera pulcherrima,Kielmeyera,Calophyllaceae,Malpighiales
1838,1946,Brazil West-Central,Celtis brasiliensis,Celtis,Cannabaceae,Rosales
1840,851,Brazil West-Central,Celtis iguanaea,Celtis,Cannabaceae,Rosales
1844,1512,Brazil West-Central,Celtis schippii,Celtis,Cannabaceae,Rosales
1848,4149,Brazil West-Central,Celtis chichape,Celtis,Cannabaceae,Rosales
10725,448,Brazil West-Central,Trema micrantha,Trema,Cannabaceae,Rosales
478,3995,Brazil West-Central,Anisocapparis speciosa,Anisocapparis,Capparaceae,Brassicales
1617,3996,Brazil West-Central,Capparicordis tweediana,Capparicordis,Capparaceae,Brassicales
1619,3974,Brazil West-Central,Capparidastrum coimbranum,Capparidastrum,Capparaceae,Brassicales
1622,4026,Brazil West-Central,Capparidastrum osmanthum,Capparidastrum,Capparaceae,Brassicales
1625,1040,Brazil West-Central,Capparidastrum solum,Capparidastrum,Capparaceae,Brassicales
2607,683,Brazil West-Central,Crateva tapia,Crateva,Capparaceae,Brassicales
2903,4061,Brazil West-Central,Cynophalla flexuosa,Cynophalla,Capparaceae,Brassicales
2905,3976,Brazil West-Central,Cynophalla retusa,Cynophalla,Capparaceae,Brassicales
2907,3987,Brazil West-Central,Cynophalla mattogrossensis,Cynophalla,Capparaceae,Brassicales
6823,2139,Brazil West-Central,Monilicarpa brasiliana,Monilicarpa,Capparaceae,Brassicales
7309,309,Brazil West-Central,Neocalyptrocalyx leprieurii,Neocalyptrocalyx,Capparaceae,Brassicales
2140,2116,Brazil West-Central,Citronella gongonha,Citronella,Cardiopteridaceae,Aquifoliales
5589,817,Brazil West-Central,Jacaratia digitata,Jacaratia,Caricaceae,Brassicales
5592,3753,Brazil West-Central,Jacaratia corumbensis,Jacaratia,Caricaceae,Brassicales
5594,230,Brazil West-Central,Jacaratia spinosa,Jacaratia,Caricaceae,Brassicales
5595,4003,Brazil West-Central,Jacaratia heptaphylla,Jacaratia,Caricaceae,Brassicales
10970,2142,Brazil West-Central,Vasconcellea quercifolia,Vasconcellea,Caricaceae,Brassicales
10972,3736,Brazil West-Central,Vasconcellea glandulosa,Vasconcellea,Caricaceae,Brassicales
1668,497,Brazil West-Central,Caryocar microcarpum,Caryocar,Caryocaraceae,Malpighiales
1669,1351,Brazil West-Central,Caryocar dentatum,Caryocar,Caryocaraceae,Malpighiales
1671,3630,Brazil West-Central,Caryocar cuneatum,Caryocar,Caryocaraceae,Malpighiales
1672,3530,Brazil West-Central,Caryocar brasiliense,Caryocar,Caryocaraceae,Malpighiales
1673,104,Brazil West-Central,Caryocar glabrum,Caryocar,Caryocaraceae,Malpighiales
1674,105,Brazil West-Central,Caryocar villosum,Caryocar,Caryocaraceae,Malpighiales
1675,3917,Brazil West-Central,Caryocar coriaceum,Caryocar,Caryocaraceae,Malpighiales
1973,112,Brazil West-Central,Cheiloclinium cognatum,Cheiloclinium,Celastraceae,Celastrales
6414,776,Brazil West-Central,Maytenus guyanensis,Maytenus,Celastraceae,Celastrales
6420,3712,Brazil West-Central,Maytenus gonoclada,Maytenus,Celastraceae,Celastrales
6424,2056,Brazil West-Central,Maytenus ilicifolia,Maytenus,Celastraceae,Celastrales
6430,1621,Brazil West-Central,Maytenus floribunda,Maytenus,Celastraceae,Celastrales
6432,1991,Brazil West-Central,Maytenus evonymoides,Maytenus,Celastraceae,Celastrales
6438,1928,Brazil West-Central,Maytenus aquifolia,Maytenus,Celastraceae,Celastrales
6446,3564,Brazil West-Central,Maytenus chapadensis,Maytenus,Celastraceae,Celastrales
6462,3900,Brazil West-Central,Maytenus rigida,Maytenus,Celastraceae,Celastrales
6474,549,Brazil West-Central,Maytenus ebenifolia,Maytenus,Celastraceae,Celastrales
7959,3877,Brazil West-Central,Peritassa dulcis,Peritassa,Celastraceae,Celastrales
8311,2033,Brazil West-Central,Plenckia populnea,Plenckia,Celastraceae,Celastrales
9412,578,Brazil West-Central,Salacia impressifolia,Salacia,Celastraceae,Celastrales
9414,1673,Brazil West-Central,Salacia elliptica,Salacia,Celastraceae,Celastrales
9416,3583,Brazil West-Central,Salacia crassifolia,Salacia,Celastraceae,Celastrales
9417,1003,Brazil West-Central,Salacia macrantha,Salacia,Celastraceae,Celastrales
55,4161,Brazil West-Central,Acanthosyris falcata,Acanthosyris,Cervantesiaceae,Santalales
5028,956,Brazil West-Central,Hedyosmum brasiliense,Hedyosmum,Chloranthaceae,Chloranthales
2060,3534,Brazil West-Central,Chrysobalanus icaco,Chrysobalanus,Chrysobalanaceae,Malpighiales
2557,501,Brazil West-Central,Couepia paraensis,Couepia,Chrysobalanaceae,Malpighiales
2558,974,Brazil West-Central,Couepia grandiflora,Couepia,Chrysobalanaceae,Malpighiales
2559,1597,Brazil West-Central,Couepia guianensis,Couepia,Chrysobalanaceae,Malpighiales
2560,1206,Brazil West-Central,Couepia bracteosa,Couepia,Chrysobalanaceae,Malpighiales
2561,1855,Brazil West-Central,Couepia uiti,Couepia,Chrysobalanaceae,Malpighiales
4284,3823,Brazil West-Central,Exellodendron gardneri,Exellodendron,Chrysobalanaceae,Malpighiales
4285,3874,Brazil West-Central,Exellodendron cordatum,Exellodendron,Chrysobalanaceae,Malpighiales
5165,207,Brazil West-Central,Hirtella pilosissima,Hirtella,Chrysobalanaceae,Malpighiales
5166,1707,Brazil West-Central,Hirtella kuhlmannii,Hirtella,Chrysobalanaceae,Malpighiales
5167,204,Brazil West-Central,Hirtella bullata,Hirtella,Chrysobalanaceae,Malpighiales
